a,a,a,a,a,a
23300020,"Meggitt (Rockmart), Inc.",11/7/13,3069-233-0020-V-03-0,VN-21543,Title V
24500008,Chemtrade Solutions LLC,4/19/13,2819-245-0008-V-04-1,VN-21547,Title V
24500062,Resolute FP Augusta LLC,1/11/13,2621-245-0062-V-03-5,VN-21557,Title V
13300001,"Novelis, Inc.",1/17/13,3341-133-0001-V-03-4,VN-21562,Title V
5700008,"American Proteins, Inc.",12/20/11,2077-057-0008-V-04-0,VN-20761,Title V
7700001,GA POWER CO. - PLANT YATES,3/2/12,4911-077-0001-V-03-2,VN-20828,Title V
17900011,SNF - Riceboro,4/26/12,2899-179-0011-V-02-9,VN-20936,Title V
1500008,Chemical Products Corporation,4/16/12,2819-015-0008-V-02-5,VN-20999,Title V
8900128,Transmontaigne Operating Co LP,5/7/13,5171-089-0128-V-04-0,VN-21064,Title V
1900003,Chaparral Boats Inc,5/30/13,3732-019-0003-V-04-0,VN-21218,Title V
24500128,"DSM Coating Resins, Inc.",9/27/11,2821-245-0128-V-03-1,VN-20656,Title V
24700033,"Tegrant Diversified Brands, Inc.",3/5/13,3086-247-0033-V-04-0,VN-20756,Title V
3300030,Southern Nuclear Operating Company - Plant Vogtle,7/11/12,4911-033-0030-V-03-0,VN-20791,Title V
24500006,INTERNATIONAL PAPER - AUGUSTA MILL,3/2/12,2631-245-0006-V-02-1,VN-20884,Title V
14900005,Hawk Road Energy Facility,4/5/12,4911-149-0005-V-06-1,VN-20912,Title V
14900006,Chattahoochee Energy Facility,4/5/12,4911-149-0006-V-03-4,VN-20913,Title V
29900053,Georgia Biomass,12/19/13,2499-299-0053-V-02-0,VN-21087,Title V
5100148,Arizona Chemical Corporation,11/7/12,2821-051-0148-V-02-8,VN-21113,Title V
15300033,USAF Robins Air Force Base,4/26/12,9711-153-0033-V-02-5,VN-20644,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),9/25/12,2621-103-0007-V-04-0,VN-20659,Title V
9500010,"MillerCoors, LLC",5/30/13,2082-095-0010-V-04-2,VN-21455,Title V
5100148,Arizona Chemical Corporation,3/2/12,2821-051-0148-V-02-6,VN-20863,Title V
17900011,SNF - Riceboro,8/29/12,2899-179-0011-V-02-A,VN-21141,Title V
17100005,JORDAN FOREST PRODUCTS,3/28/13,2421-171-0005-V-04-0,VN-21310,Title V
4500008,Southwire Company -Carrollton,12/4/12,3357-045-0008-V-04-1,VN-21480,Title V
30300006,Thiele Kaolin Company - Sandersville Plant,8/15/12,3295-303-0006-V-03-0,VN-20682,Title V
30300004,Imerys - Sandersville Calcine Plant,9/25/12,3295-303-0004-V-03-0,VN-20946,Title V
13500010,OFS Fitel LLC,2/5/13,3357-135-0010-V-02-3,VN-21203,Title V
8900239,"Bimbo Bakeries USA, Inc.",11/26/12,2051-089-0239-V-03-1,VN-21362,Title V
5100149,Hunter Army Airfield,11/26/13,9711-051-0149-V-03-0,VN-21398,Title V
12100705,Spurlin Industries,8/2/13,3088-121-0705-V-03-0,VN-21521,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,5/7/13,2421-001-0005-V-05-0,VN-21793,Title V
1500011,Ga Power Company - Plant Bowen,3/4/14,4911-015-0011-V-03-2,VN-22077,Title V
23700127,Horton Components Division,4/29/15,2499-237-0127-V-03-0,VN-22203,Title V
1100014,R & B Landfill,4/24/14,4953-011-0014-V-03-3,VN-22327,Title V
9500071,Procter & Gamble Paper Products Company,10/29/13,2676-095-0071-V-03-0,VN-21855,Title V
28500045,Milliken & Co Valway Plant,3/12/14,2262-285-0045-V-03-1,VN-22200,Title V
12900029,Omnova Solutions Inc.,4/16/15,2822-129-0029-V-04-0,VN-22265,Title V
29900053,Georgia Biomass,2/17/14,2499-299-0053-V-02-1,VN-22342,Title V
17900001,Interstate Paper LLC,4/24/14,2631-179-0001-V-02-4,VN-22408,Title V
29700041,DOYLE GENERATING FACILITY,5/27/14,4911-297-0041-V-03-0,VN-21691,Title V
12900028,J. M. Huber Corporation Solem Division - Fairmount Plant,4/4/14,3295-129-0028-V-06-0,VN-21914,Title V
8900005,Centers For Disease Control and Prevention (CDC),8/12/15,9431-089-0005-V-03-0,VN-22066,Title V
17100014,"Piedmont Green Power, LLC",4/10/15,4911-171-0014-V-02-0,VN-22005,Title V
8900239,"Bimbo Bakeries USA, Inc.",4/9/14,2051-089-0239-V-03-2,VN-22505,Title V
28900011,Wolf Creek Landfill,7/11/13,4953-289-0011-V-03-1,VN-21831,Title V
28900013,"SESCO-Wolf Creek LFG, LLC",6/18/13,4911-289-0013-V-01-1,VN-21832,Title V
6300105,Delta Air Lines Inc - Technical Operations Center,8/8/13,4512-063-0105-V-02-6,VN-21886,Title V
13500235,"Quality Investment Properties Suwanee, LLC",7/18/14,7376-135-0235-V-06-0,VN-21890,Title V
25500047,Coveris Flexibles US LLC - Griffin,7/18/14,2673-255-0047-V-04-0,VN-22440,Title V
20700008,Ga Power Company - Plant Scherer,3/1/13,4911-207-0008-V-03-1,VN-21594,Title V
14900001,Ga Power Company - Plant Wansley,3/1/13,4911-149-0001-V-03-1,VN-21595,Title V
13500239,"AGCO, Inc.",9/19/14,3088-135-0239-V-03-0,VN-21717,Title V
24700033,"Tegrant Diversified Brands, Inc.",4/12/13,3086-247-0033-V-04-1,VN-21764,Title V
21300034,Thomas A. Smith Energy Facility,6/18/13,4911-213-0034-V-07-0,VN-21903,Title V
14900005,Hawk Road Energy Facility,8/29/13,4911-149-0005-V-06-2,VN-21953,Title V
5100006,Ga Power Company - Plant Kraft,11/7/13,4911-051-0006-V-03-2,VN-22000,Title V
24100018,"Multitrade Rabun Gap, LLC",1/28/14,4911-241-0018-V-02-1,VN-22302,Title V
5100010,Weyerhaeuser NR Port Wentworth,3/11/15,2611-051-0010-V-03-0,VN-22021,Title V
14900005,Hawk Road Energy Facility,6/25/14,4911-149-0005-V-07-0,VN-22058,Title V
6700027,Lockheed Martin Aeronautics Company,3/24/15,3721-067-0027-V-08-0,VN-22430,Title V
5100076,"Colonial Terminals, Inc.",5/30/14,5171-051-0076-V-02-4,VN-22482,Title V
5100012,Epic Savannah North Terminal,5/27/14,2911-051-0012-V-05-0,VN-22534,Title V
12100334,"Owens Corning Roofing And Asphalt, Llc",7/22/14,2952-121-0334-V-03-1,VN-22603,Title V
2700013,"Langboard OSB, Quitman",12/29/14,2493-027-0013-V-03-1,VN-22669,Title V
1300005,Johns Manville Corp. Winder Facility,1/8/15,3296-013-0005-V-03-1,VN-22850,Title V
23300022,The HON Company,6/12/15,2522-233-0022-V-03-1,VN-22834,Title V
5700036,ATLANTA GAS LIGHT CO.,5/8/15,4924-057-0036-V-03-2,VN-22960,Title V
1700009,"GBW Railcar Services, LLC",5/18/15,4789-017-0009-V-04-1,VN-22975,Title V
7700001,GA POWER CO. - PLANT YATES,11/26/14,4911-077-0001-V-03-6,VN-22703,Title V
14900001,Ga Power Company - Plant Wansley,1/21/15,4911-149-0001-V-03-3,VN-22708,Title V
24500126,"Solvay Specialty Polymers USA, LLC",3/16/15,2821-245-0126-V-05-1,VN-22882,Title V
14300027,HL-A CO. INC. (HONDA LOCK-AMERICA,3/18/16,3429-143-0027-V-04-0,VN-40069,Title V
5100210,Dean Forest Road Landfill,10/22/15,4953-051-0210-V-04-0,VN-23218,Title V
11500021,International Paper Company (Rome Linerboard Mill),12/21/15,2631-115-0021-V-03-1,VN-23220,Title V
10300012,"Effingham County Power, LLC",9/2/15,4911-103-0012-V-04-3,VN-23285,Title V
8900227,INTERNATIONAL PAPER CO.,10/22/15,2759-089-0227-V-04-1,VN-40161,Title V
12100779,SUN CHEMICAL CORP.,3/8/16,2893-121-0779-V-04-0,VN-40224,Title V
18500001,PCA Valdosta Mill,10/22/15,2631-185-0001-V-02-8,VN-23357,Title V
17500004,"SP Fiber Technologies Southeast, LLC",4/29/15,2621-175-0004-V-05-0,VN-23140,Title V
14900001,Ga Power Company - Plant Wansley,5/11/15,4911-149-0001-V-03-4,VN-23137,Title V
8900100,Chevron Products Co.-Doraville Term.,2/4/16,5171-089-0100-V-03-1,VN-40411,Title V
11500095,"Packaging Products Corporation, LLC",8/27/15,2759-115-0095-V-05-0,VN-23169,Title V
1500011,Ga Power Company - Plant Bowen,4/20/16,4911-015-0011-V-03-8,VN-23340,Title V
15300003,"CEMEX Southeast, LLC",3/4/16,3241-153-0003-V-05-6,VN-40493,Title V
29700042,Walton County Power LLC,2/20/15,4911-297-0042-V-03-1,VN-23092,Title V
9500010,"MillerCoors, LLC",6/23/15,2082-095-0010-V-04-4,VN-23055,Title V
17500035,Gilman Building Products - Dudley Mill,2/11/16,2421-175-0035-V-04-0,VN-40345,Title V
24500008,Chemtrade Solutions LLC,7/17/15,2819-245-0008-V-05-1,VN-23296,Title V
6700027,Lockheed Martin Aeronautics Company,7/25/06,3721-067-0027-V-06-3,VN-16713,Title V
24500023,Occidental Chemical Co,12/12/06,2819-245-0023-V-02-0,VN-16711,Title V
17900021,Mainship Corporation,1/10/07,3732-179-0021-V-03-0,VN-16703,Title V
13900002,Cargill Inc,10/18/06,2075-139-0002-V-01-3,VN-16739,Title V
20500043,Sowega Power LLC,2/13/08,4911-205-0043-V-07-0,VN-16811,Title V
29500031,"Crystal Springs Print Works, Inc.",8/10/07,2261-295-0031-V-02-0,VN-16815,Title V
24700033,"Tegrant Diversified Brands, Inc.",9/8/06,3086-247-0033-V-02-3,VN-16840,Title V
5700040,Pine Bluff Landfill,1/17/07,4953-057-0040-V-02-0,VN-16800,Title V
30300009,Burgess Pigment Company,12/7/07,3295-303-0009-V-02-0,VN-16797,Title V
12500001,"Thiele Kaolin Company, Reedy Creek",3/26/07,3295-125-0001-V-02-0,VN-16796,Title V
31300096,Mohawk Industries Inc,2/26/02,2273-313-0096-V-01-0,VN-9245,Title V
5100017,Ga Power Company - Plant Boulevard,9/13/99,4911-051-0017-V-01-0,VN-9221,Title V
2100066,Bassett Furniture Inds of Nc,8/28/02,2511-021-0066-V-01-0,VN-9218,Title V
5100010,Weyerhaeuser NR Port Wentworth,12/19/02,2611-051-0010-V-01-0,VN-9266,Title V
12900035,Shaw Industries Inc Plt D7,1/8/01,2281-129-0035-V-01-0,VN-9250,Title V
31300061,Shaw Industries Inc. Plant 2,12/27/01,2273-313-0061-V-01-0,VN-9249,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,10/31/01,2421-001-0005-V-02-0,VN-9305,Title V
2100002,Ga Power Company - Plant Arkwright,11/9/99,4911-021-0002-V-01-0,VN-9302,Title V
12700004,Ga Power Company - Plant McManus,9/30/99,4911-127-0004-V-02-0,VN-9294,Title V
6700022,Caraustar Industries Inc,9/3/98,2631-067-0022-V-01-0,,Title V
13900075,"SAPA Extruder, Inc.",10/18/00,3354-139-0075-V-01-0,VN-9371,Title V
8500002,"Louver Shop Inc., The",2/9/98,2431-085-0002-V-01-0,,Title V
21700020,FIBERVISIONS INC.,5/10/00,2824-217-0020-V-01-0,VN-9365,Title V
22500001,Blue Bird Body Company,6/19/02,3713-225-0001-V-01-0,VN-9363,Title V
12100212,Mead Containerboard,10/22/98,2653-121-0212-V-01-0,,Title V
23700010,Interfor U.S. Inc. - Eatonton Sawmill,6/3/02,2421-237-0010-V-01-0,VN-9357,Title V
26100005,Collins & Aikman Products Co,2/2/00,3714-261-0005-V-01-0,VN-9352,Title V
13900046,MILLIKEN & CO NEW HOLLAND PLT,7/25/00,2281-139-0046-V-01-0,VN-9405,Title V
18900019,Georgia-Pacific Panel Products LLC - Thomson Particleborad Plant,12/3/02,2493-189-0019-V-01-0,VN-9389,Title V
2100030,Armstrong World Industries Inc,6/16/03,3296-021-0030-V-01-0,VN-9386,Title V
13900002,Cargill Inc,4/30/02,2075-139-0002-V-01-0,VN-9380,Title V
5700033,Cybershield of Georgi,6/2/99,3573-057-0033-F-01-0,VN-9378,Title V
1700008,Gilman Building Products Company,9/10/99,2421-017-0008-V-01-0,VN-9430,Title V
12100021,OWENS CORNING INSULATING SYSTEMS,7/31/03,3296-121-0021-V-01-0,VN-9417,Title V
17500047,Victor Forstmann Inc,11/20/00,2231-175-0047-V-01-0,VN-9416,Title V
24500009,"Boral Bricks - Augusta Plants 3, 4, & 5",6/8/98,3251-245-0009-V-01-0,VN-9509,Title V
15700015,"Atlantic Wood Pellets Athens, LLC",8/17/99,2493-157-0015-V-01-0,VN-9504,Title V
6700074,Colonial Pipeline Company - Atlanta Junction,12/17/01,4613-067-0074-V-01-0,VN-9590,Title V
25100008,King America Finishing Inc,7/9/01,2261-251-0008-V-01-0,VN-9024,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),11/6/00,2436-211-0013-V-01-0,VN-9074,Title V
22700009,Royston LLC - Jasper,5/10/00,3499-227-0009-V-01-0,VN-9061,Title V
28500045,Milliken & Co Valway Plant,3/26/01,2262-285-0045-V-01-0,VN-9115,Title V
25500035,"Springs Global US, Inc. (Griffin Finishing Plant)",5/10/01,2261-255-0035-V-01-0,VN-9108,Title V
7500001,Blue Sky Biomass Georgia LLC,2/17/03,2493-075-0001-V-02-0,VN-9102,Title V
28500001,Shorewood Packaging,1/24/01,2752-285-0001-V-02-0,VN-9101,Title V
19300013,Weyerhaeuser NR Company - Flint River Operations,9/16/02,2631-193-0013-V-01-0,VN-9098,Title V
8100054,Norbord Georgia Inc,6/25/02,2493-081-0054-V-02-0,VN-9086,Title V
900035,"Southern Natural Gas Company, L.L.C - Hall Gate Comp. Station",6/2/99,4922-009-0035-V-01-0,VN-9138,Title V
16300028,"Southern Natural Gas Company, L.L.C - Wrens Comp. Station",6/2/99,4922-163-0028-V-01-0,VN-9137,Title V
28900003,IMERYS PIGMENTS & ADDITIVES GROUP,7/13/99,1455-289-0003-V-01-0,VN-9121,Title V
17500055,YKK AP America Inc,1/8/01,3354-175-0055-V-01-0,VN-9168,Title V
24500006,INTERNATIONAL PAPER - AUGUSTA MILL,10/25/01,2631-245-0006-V-01-0,VN-9161,Title V
12700006,Renessenz LLC,9/16/98,2869-127-0006-V-01-1,VN-10526,Title V
26900014,"WI Taylor County Disposal, LLC",1/29/01,4953-269-0014-V-01-0,VN-10520,Title V
13500219,UWL/Richland Creek Road Sanitary Landfill,8/23/00,4953-135-0219-V-01-0,VN-10734,Title V
900038,Union Hill Church Road MSW Landfill,2/29/00,4953-009-0038-V-01-0,VN-10059,Title V
11500096,Floyd County Walker Mountain Landfill,7/17/00,4953-115-0096-V-01-0,VN-10032,Title V
1700031,Southern Veneer Products,5/12/99,2436-017-0031-V-01-0,VN-10075,Title V
100001,Edwin I. Hatch Nuclear Plant - GA Power,2/4/99,4911-001-0001-V-01-0,VN-10410,Title V
29700036,Goodyear Tire & Rubber Company,9/18/03,3061-297-0036-V-06-0,VN-11589,Title V
12100070,"WestRock Packaging Systems, LLC",8/16/99,2657-121-0070-V-01-1,VN-11252,Title V
17500057,Evans Cabinet Corp,2/29/00,2434-175-0057-V-01-0,VN-10837,Title V
10300003,Ga Power Co Plt McIntosh,9/26/00,4911-103-0003-V-01-2,VN-12330,Title V
7700001,GA POWER CO. - PLANT YATES,3/21/00,4911-077-0001-V-01-1,VN-11710,Title V
20700008,Ga Power Company - Plant Scherer,3/21/00,4911-207-0008-V-01-1,VN-11709,Title V
16300016,KaMin - Wrens Main,5/23/02,1455-163-0016-V-01-1,VN-12837,Title V
7300027,John Deere Commercial,10/12/01,3523-073-0027-V-01-0,VN-12864,Title V
16900010,Atlanta Gas Light Company - Macon LNG Plant,6/7/01,4924-169-0010-V-01-2,VN-12975,Title V
8700053,Bainbridge Power Facility,8/28/02,4911-087-0053-V-01-0,VN-13137,Title V
21700020,FIBERVISIONS INC.,6/19/02,2824-217-0020-V-01-2,VN-13179,Title V
5100037,EMD MILLIPORE CORPORATION,5/29/03,2816-051-0037-V-01-1,VN-12431,Title V
6900045,"Marine Manufacturing, Inc.",5/5/04,3732-069-0045-V-01-1,VN-12599,Title V
31300081,"Shaw Industries Group, Inc. - Plant 1 & 3",11/12/02,2273-313-0081-V-01-1,VN-13876,Title V
31300079,Shaw Industries Group Inc Plt 20,9/16/02,2273-313-0079-V-01-1,VN-13873,Title V
18500051,ADM VALDOSTA,5/14/03,2075-185-0051-V-01-1,VN-13945,Title V
1500056,TrinityRail Inc. Plant No. 493,1/14/04,3743-015-0056-V-02-0,VN-14012,Title V
11500021,International Paper Company (Rome Linerboard Mill),1/7/04,2631-115-0021-V-01-3,VN-14060,Title V
300015,TLC Mouldings Inc,3/24/03,2431-003-0015-V-01-1,VN-13399,Title V
25100008,King America Finishing Inc,11/30/01,2261-251-0008-V-01-1,VN-13423,Title V
26100070,C-E Minerals Plant 6,3/18/03,3255-261-0047-V-01-0,VN-13480,Title V
15300011,"Interfor U.S., Inc.",1/24/02,2421-153-0011-V-01-1,VN-13478,Title V
9300022,Roseburg Forest Products South LP,4/12/04,2493-093-0022-V-01-2,VN-13461,Title V
14900006,Chattahoochee Energy Facility,6/17/03,4911-149-0006-V-02-0,VN-13512,Title V
8900299,Seminole Road MSW Landfill,5/2/02,4953-089-0299-V-01-2,VN-13683,Title V
8900047,GRAPHIC PACKAGING INTERNATIONAL,4/21/03,2657-089-0047-V-01-2,VN-13798,Title V
3900001,Durango-Georgia Paper Company,6/17/02,2631-039-0001-V-05-1,VN-13813,Title V
8100062,Crisp County US 41S MSW Landfill,5/13/04,4953-081-0062-V-01-0,VN-14425,Title V
13300003,Georgia Bathware,6/2/05,3088-133-0003-V-02-0,VN-14413,Title V
21500158,Panasonic Battery Corp Of America,4/21/04,3692-215-0158-V-01-2,VN-14459,Title V
12100020,OWENS BROCKWAY GLASS CONTAINER INC.,12/16/03,3221-121-0020-V-01-2,VN-14497,Title V
27300009,Golden Peanut Co,9/15/04,0723-273-0009-V-03-0,VN-14551,Title V
14700021,Hartwell Energy Facility,8/4/04,4911-147-0021-V-02-0,VN-14547,Title V
14900007,Municipal Electric Authority Of Ga-Wansley,11/12/03,4911-149-0007-V-01-1,VN-14590,Title V
24500128,"DSM Coating Resins, Inc.",10/26/05,2821-245-0128-V-02-0,VN-14976,Title V
23500008,Hollingsworth & Vose Company,7/28/05,2621-235-0008-V-02-0,VN-14994,Title V
18500051,ADM VALDOSTA,12/8/04,2075-185-0051-V-01-3,VN-15082,Title V
11700005,American Proteins Inc,9/29/04,2077-117-0005-V-01-2,VN-14686,Title V
10300012,"Effingham County Power, LLC",9/28/05,4911-103-0012-V-03-0,VN-14672,Title V
24500055,G D Searle Llc,5/5/04,2834-245-0055-V-01-1,VN-14729,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,12/17/04,4911-067-0003-V-02-0,VN-14741,Title V
29300004,Yamaha Music Manufacturing Inc,1/26/05,3931-293-0004-V-02-0,VN-14786,Title V
6900044,MarCraft Inc,10/13/04,3088-069-0044-V-02-0,VN-14780,Title V
1700031,Southern Veneer Products,8/25/05,2436-017-0031-V-02-0,VN-14834,Title V
13900115,"Mincey Marble Manufacturing, Inc.",6/14/05,3088-139-0115-V-02-0,VN-14870,Title V
5100148,Arizona Chemical Corporation,8/23/04,2821-051-0148-V-01-4,VN-14862,Title V
15700014,"Huber Engineered Woods, LLC",4/18/07,2493-157-0014-V-02-0,VN-14901,Title V
14900001,Ga Power Company - Plant Wansley,5/13/04,4911-149-0001-V-01-8,VN-14898,Title V
23700008,Ga Power Company - Plant Branch,5/13/04,4911-237-0008-V-01-4,VN-14894,Title V
1500011,Ga Power Company - Plant Bowen,5/13/04,4911-015-0011-V-01-5,VN-14893,Title V
29300003,Royal Cord Inc,4/1/03,2296-293-0003-V-02-0,VN-14246,Title V
26100005,Collins & Aikman Products Co,6/4/03,3714-261-0005-V-02-1,VN-14281,Title V
6700022,Caraustar Industries Inc,7/19/04,2631-067-0022-V-02-0,VN-14349,Title V
5100076,"Colonial Terminals, Inc.",5/28/03,5171-051-0076-V-01-2,VN-14345,Title V
12100070,"WestRock Packaging Systems, LLC",7/9/03,2657-121-0070-V-02-1,VN-14319,Title V
15300041,Graphic Packaging International Inc.,7/29/04,2657-153-0041-V-01-0,VN-14354,Title V
31300131,Old Dixie Municipal Solid Waste Landfill,12/7/05,4953-313-0131-V-02-0,VN-15610,Title V
12100020,OWENS BROCKWAY GLASS CONTAINER INC.,10/18/05,3221-121-0020-V-02-0,VN-15634,Title V
22700006,Imerys Marble Inc,8/9/06,1499-227-0006-V-02-0,VN-15663,Title V
24700033,"Tegrant Diversified Brands, Inc.",12/17/04,3086-247-0033-V-02-2,VN-15704,Title V
6300026,"Griffin Industries, Inc. of Georgia",2/9/07,2077-063-0026-V-01-0,VN-15776,Title V
17900011,SNF - Riceboro,12/16/04,2899-179-0011-V-01-3,VN-15060,Title V
9500071,Procter & Gamble Paper Products Company,6/1/06,2676-095-0071-V-01-4,VN-15144,Title V
8900100,Chevron Products Co.-Doraville Term.,12/7/05,5171-089-0100-V-02-0,VN-15131,Title V
16900010,Atlanta Gas Light Company - Macon LNG Plant,8/23/04,4924-169-0010-V-01-4,,Title V
6700078,Metal Coaters,10/26/05,3479-067-0078-V-03-0,VN-15127,Title V
21500158,Panasonic Battery Corp Of America,3/30/05,3692-215-0158-V-01-3,VN-15188,Title V
22500021,Metokote Corp Plt 6,2/9/05,3479-225-0021-B-01-0,VN-15425,Title V
23300029,KIMOTO TECH,3/30/05,3089-233-0029-V-01-2,VN-15446,Title V
24500055,G D Searle Llc,1/18/05,2834-245-0055-V-01-2,VN-15480,Title V
3300008,Southern Nuclear - Allen B. Wilson Plant,3/21/06,4911-033-0008-V-02-0,VN-15541,Title V
3100005,"W. M. Sheppard Lumber Co Inc,",11/22/05,2421-031-0005-V-02-0,VN-15536,Title V
27500066,City of Thomasville MSW Landfill,9/21/05,4953-275-0066-V-02-0,VN-15592,Title V
17500058,Rentz Cabinet Corp,7/6/05,2434-175-0058-V-02-0,VN-15588,Title V
29900045,"Carolina Skiff, Llc",7/29/05,3732-299-0045-V-04-3,VN-16121,Title V
29900045,"Carolina Skiff, Llc",1/11/06,3732-299-0045-V-05-0,VN-16120,Title V
7700001,GA POWER CO. - PLANT YATES,6/2/05,4911-077-0001-V-02-1,VN-16111,Title V
21100013,GEORGIA-PACIFIC WOOD PRODUCTS LLC (MADISON PLYWOOD),4/18/07,2436-211-0013-V-02-0,VN-16207,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,7/6/06,2421-001-0005-V-02-2,VN-16203,Title V
29500022,Yates Bleachery Company,4/7/06,2262-295-0022-V-01-1,VN-16191,Title V
28500032,Milliken & Co Live Oak/Milstar Complex,5/15/07,2273-285-0032-V-02-0,VN-16190,Title V
5700008,"American Proteins, Inc.",11/15/05,2077-057-0008-V-01-3,VN-16231,Title V
24500005,Thermal Ceramics,9/28/05,3255-245-0005-V-01-3,VN-16227,Title V
29300007,Interfor U.S. Inc.,1/10/06,2421-293-0007-V-01-0,VN-16220,Title V
1500011,Ga Power Company - Plant Bowen,12/20/06,4911-015-0011-V-02-3,VN-16264,Title V
17500055,YKK AP America Inc,8/31/06,3354-175-0055-V-02-0,VN-16280,Title V
12900035,Shaw Industries Inc Plt D7,2/14/07,2281-129-0035-V-02-0,VN-16276,Title V
8900297,Hickory Ridge MSW Landfill,9/13/05,4953-089-0297-V-02-1,VN-16330,Title V
11300013,Certainteed Corporation,1/10/07,2952-113-0013-V-01-0,VN-16314,Title V
9900020,"Maverick C&P, Inc.",8/31/06,3644-099-0020-V-03-0,VN-16349,Title V
8900297,Hickory Ridge MSW Landfill,12/28/06,4953-089-0297-V-02-2,VN-16890,Title V
23700010,Interfor U.S. Inc. - Eatonton Sawmill,4/3/08,2421-237-0010-V-02-0,VN-16936,Title V
12100254,PPG Industries Inc.,6/5/06,2851-121-0254-V-02-2,VN-16377,Title V
11500021,International Paper Company (Rome Linerboard Mill),12/20/05,2611-115-0021-V-01-6,VN-16422,Title V
8100054,Norbord Georgia Inc,3/20/06,2493-081-0054-V-02-2,VN-16441,Title V
16300026,KaMin - Wrens Calcine Plant,6/7/07,3295-163-0026-V-02-0,VN-16436,Title V
17900018,Fort Stewart,4/25/06,9711-179-0018-V-01-2,VN-16495,Title V
10700011,Interfor U.S. Inc. - Swainsboro Sawmill,7/16/07,2421-107-0011-V-02-3,VN-16512,Title V
11500003,Ga Power Company - Plant Hammond,12/20/06,4911-115-0003-V-02-2,VN-16503,Title V
30300009,Burgess Pigment Company,1/2/07,3295-303-0009-V-01-2,VN-16552,Title V
8900227,INTERNATIONAL PAPER CO.,5/25/06,2751-089-0227-V-02-1,VN-16591,Title V
11700005,American Proteins Inc,6/1/06,2077-177-0005-V-01-3,VN-16584,Title V
12100129,Georgia Institute of Technology,3/17/08,8221-121-0129-V-02-2,VN-16611,Title V
24700047,Jet Corr Inc,5/31/07,2679-247-0047-V-02-2,VN-16656,Title V
5100003,"Southern LNG Company, L.L.C. -Elba Island LNG Terminal - (Kinder Morgan , Inc.)",9/26/07,4922-051-0003-V-02-3,VN-15912,Title V
12500001,"Thiele Kaolin Company, Reedy Creek",7/13/05,3295-125-0001-V-01-1,VN-15885,Title V
18500051,ADM VALDOSTA,2/16/05,2075-185-0051-V-01-4,VN-15925,Title V
